,STATION ID,TIME,LAST UPDATED,NAME,BIKE STANDS,AVAILABLE BIKE STANDS,AVAILABLE BIKES,STATUS,ADDRESS,LATITUDE,LONGITUDE,STAND_OCCUPANCY,STAND_OCCUPANCY_10,STAND_OCCUPANCY_30,STAND_OCCUPANCY_60
12,97,2020-01-01 07:25:00,2020/1/1 7:23,GAO,40,27,13,Open,GAO,51.310015,-0.090015,0.675,0.65,0.65,0.65
13,97,2020-01-01 07:30:00,2020/1/1 7:23,GAO,40,27,13,Open,GAO,51.310015,-0.090015,0.675,0.65,0.65,0.65
14,97,2020-01-01 07:35:00,2020/1/1 7:34,GAO,40,27,13,Open,GAO,51.310015,-0.090015,0.675,0.675,0.65,0.65
15,97,2020-01-01 07:40:00,2020/1/1 7:34,GAO,40,27,13,Open,GAO,51.310015,-0.090015,0.675,0.675,0.65,0.65
16,97,2020-01-01 07:45:00,2020/1/1 7:44,GAO,40,27,13,Open,GAO,51.310015,-0.090015,0.675,0.675,0.65,0.65
17,97,2020-01-01 07:50:00,2020/1/1 7:49,GAO,40,27,13,Open,GAO,51.310015,-0.090015,0.675,0.675,0.65,0.65
18,97,2020-01-01 07:55:00,2020/1/1 7:49,GAO,40,27,13,Open,GAO,51.310015,-0.090015,0.675,0.675,0.675,0.65
19,97,2020-01-01 08:00:00,2020/1/1 7:59,GAO,40,28,12,Open,GAO,51.310015,-0.090015,0.7,0.675,0.675,0.65
20,97,2020-01-01 08:05:00,2020/1/1 7:59,GAO,40,28,12,Open,GAO,51.310015,-0.090015,0.7,0.675,0.675,0.65
21,97,2020-01-01 08:10:00,2020/1/1 7:59,GAO,40,28,12,Open,GAO,51.310015,-0.090015,0.7,0.7,0.675,0.65
22,97,2020-01-01 08:15:00,2020/1/1 8:10,GAO,40,28,12,Open,GAO,51.310015,-0.090015,0.7,0.7,0.675,0.65
23,97,2020-01-01 08:20:00,2020/1/1 8:10,GAO,40,28,12,Open,GAO,51.310015,-0.090015,0.7,0.7,0.675,0.65
